cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,cod_outfit,image_embedding
57024408-99,99,NEGRO,GREY,Female,Adult,SHE,O-POLIPIEL,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57024408_99.jpg,[4130],[0.31749746 0.70852405 0.09108294 ... 0.17949162 0.59306604 0.9658648 ]
57034404-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57034404_56.jpg,"[7491, 4578]",[0.05771201 0.40184668 0.01538017 ... 0.7722159  0.52038246 1.0485276 ]
57014034-43,43,VERDE,GREEN,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57014034_43.jpg,"[4532, 7124, 3634, 2850, 4569, 4579, 4605, 7159, 7102, 4647, 3788, 4127, 6423, 6312]",[0.         5.9131474  0.33827808 ... 0.10299981 0.16608752 1.8452197 ]
57024779-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57024779_99.jpg,"[4145, 4184]",[0.19699222 0.16162431 1.9130478  ... 0.17258066 0.04358803 0.19461046]
57055979-92,92,GRIS,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57055979_92.jpg,"[6004, 2846, 6837]",[0.1326565  2.0702212  0.90348685 ... 0.18708867 0.08332866 0.73766863]
57057717-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57057717_99.jpg,"[5411, 6062, 7708]",[0.2171729  1.9570295  0.04448351 ... 0.2927597  0.40550774 1.7178773 ]
57057745-37,37,KHAKI,BROWN,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57057745_37.jpg,[6091],[0.025569   3.5906432  0.8314757  ... 0.42575768 0.51048434 2.5364268 ]
57005815-50,50,CELESTE,BLUE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005815_50.jpg,[3021],"[3.5577856e-02 2.4752238e+00 1.1847101e-03 ... 2.7321565e-01 2.1890594e-02
 9.7465593e-01]"
57087761-77,77,VINO,RED,Female,Adult,SHE,T-TRICOT,Home,Swim and intimate,Intimate,Pyjiama Sweater,datathon/images/2023_57087761_77.jpg,[7318],[0.         1.2556124  0.00165597 ... 0.03678962 0.06175663 0.04109887]
57019127-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57019127_05.jpg,[3932],[0.10286974 0.97255003 0.01360423 ... 0.7577831  0.2928827  1.5113583 ]
43027705-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_43027705_02.jpg,[1353],[0.06928405 2.9839723  0.0572855  ... 2.0471568  0.11316627 1.7233143 ]
43017744-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_43017744_99.jpg,"[496, 1796, 1977, 1978, 2165]",[0.00746448 0.00400314 0.16062397 ... 0.8491894  0.27747518 1.1900189 ]
43095786-30,30,MARRON,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_43095786_30.jpg,[1406],[0.14549524 0.09250537 0.10808451 ... 0.33097735 0.67662436 0.04497202]
41095799-02,02,OFFWHITE,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_41095799_02.jpg,"[820, 1623]",[0.02894573 1.0731267  0.07883433 ... 0.9572022  0.2907008  1.87606   ]
51043710-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_51043710_99.jpg,[234],[0.1352543  1.9477636  0.03124299 ... 0.93953747 0.4524751  0.8746258 ]
43039083-02,02,OFFWHITE,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_43039083_02.jpg,"[2387, 1379]","[0.0000000e+00 1.0500394e+00 1.2221217e-02 ... 1.7932713e+00 6.5607106e-04
 3.8479078e-01]"
51030857-20,20,NARANJA,ORANGE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51030857_20.jpg,"[533, 1714, 156]",[0.54227155 1.6443623  0.33035797 ... 0.07332646 0.42121097 1.2757136 ]
53073729-77,77,VINO,RED,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53073729_77.jpg,"[1878, 2087]",[0.01399817 3.1167567  0.03330015 ... 1.2639552  0.12291093 0.5429355 ]
51053043-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_51053043_99.jpg,[295],[0.031799   0.1922438  0.04281592 ... 1.432373   0.03865091 0.08047482]
53060969-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53060969_02.jpg,[1835],[0.52764267 0.7628432  0.1257839  ... 1.0101074  0.20363356 0.41235152]
51085749-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_51085749_99.jpg,"[488, 260]",[0.77810866 1.1103616  0.39250132 ... 0.23709317 0.14097062 0.75091356]
57064377-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,datathon/images/2019_57064377_99.jpg,"[5305, 6297]",[0.2311791  0.50947815 0.02584487 ... 0.07662772 0.13725103 0.5651934 ]
57025920-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_57025920_OR.jpg,[2565],[0.0231865  0.4591564  0.         ... 0.49356306 1.5108887  0.14116128]
53020585-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_53020585_99.jpg,"[6343, 6411, 2985, 6405, 2226, 7542, 6546, 968, 5979, 5857, 6798, 950, 5504]",[0.1291985  0.12849022 1.3424281  ... 0.7146109  0.13481224 0.051284  ]
57017894-01,01,BLANCO,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57017894_01.jpg,[3880],[0.23923618 3.8740945  0.88702494 ... 1.5701512  0.14266442 1.043405  ]
57088258-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57088258_99.jpg,"[1285, 2362, 7334, 7768]",[0.         4.6306787  0.         ... 0.6051727  0.06938968 1.2793231 ]
57017896-15,15,MOSTAZA,YELLOW,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017896_15.jpg,"[6404, 3883]",[0.00333099 3.0217593  0.05316002 ... 0.54575783 0.27979288 0.88678116]
57012510-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57012510_OR.jpg,"[2794, 3552, 5823, 5933, 6648, 7083]",[0.02404046 0.44125608 1.0927147  ... 0.39573166 0.4142535  0.4982015 ]
57050254-88,88,FUCSIA,PINK,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050254_88.jpg,[5658],[0.25093248 0.9954987  0.00173238 ... 0.00948015 0.6015387  0.35559162]
57040274-PL,PL,PLATA,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57040274_PL.jpg,"[3421, 2712, 2728, 3427, 3528, 3996, 5024, 5641, 7053, 5669, 7587, 6372, 7471, 2842, 4023, 4094, 5643, 7397, 5206, 5852, 5853, 6670, 7446, 5858, 4106, 4480, 5142, 2610, 2754, 2777, 2813, 3391, 3392, 3483, 3602, 3604, 3787, 3964, 3965, 3968, 4095, 4467, 4554, 4625, 4953, 4976, 5284, 5709, 5856, 5930, 6003, 6213, 6370, 6426, 6433, 6786, 6833, 7160, 7443, 7522, 7627]",[0.         0.29820102 0.         ... 0.75587136 0.48395452 0.18309164]
57072878-TC,TC,TEJANO CLARO,BLUE,Female,Adult,SHE,J-JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57072878_TC.jpg,[6635],[0.         3.9380274  0.11477908 ... 0.32053235 0.08467492 0.9918629 ]
57074401-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57074401_99.jpg,[6724],"[5.1788311e-04 2.9512773e+00 3.4660578e-02 ... 2.3981515e-01 1.5497181e-01
 3.7888324e-01]"
57013804-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57013804_52.jpg,[3600],[0.13334392 2.424252   0.10151062 ... 0.20905858 0.08717453 0.4824298 ]
57013809-65,65,MORADO,PURPLE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57013809_65.jpg,"[3611, 6672]",[1.1559354  2.9878447  0.1641398  ... 0.7162705  0.08332711 0.19562344]
57003811-TO,TO,TEJANO OSCURO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57003811_TO.jpg,[2845],[0.45477802 2.1179132  0.08037718 ... 0.11250472 0.07928066 0.32996503]
57010481-52,52,AZUL,BLUE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57010481_52.jpg,[3475],[0.02727848 2.2227008  0.         ... 0.09009493 0.22097558 0.39790848]
57085787-30,30,MARRON,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2023_57085787_30.jpg,[7145],[0.34712547 0.05814543 0.23983644 ... 0.00522771 0.48588666 0.06937576]
57056307-77,77,VINO,RED,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57056307_77.jpg,"[6033, 6463]",[0.1067462  3.4444633  0.05751636 ... 0.4437876  0.5525641  0.8299044 ]
57095967-37,37,KHAKI,BROWN,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Parkas,Parka,datathon/images/2023_57095967_37.jpg,"[3241, 7631]",[0.0220189  3.091189   0.18734275 ... 0.34688365 0.19899017 0.26633027]
57035791-95,95,ANTRACITA,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57035791_95.jpg,[4621],[0.00321542 1.9337672  0.07592563 ... 0.32035187 0.39829034 0.26930007]
57095979-43,43,VERDE,GREEN,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57095979_43.jpg,[7640],[0.15106119 1.2556859  0.5670412  ... 0.42021438 0.15017611 1.2723657 ]
57015806-91,91,GRIS CLARO VIGORE,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57015806_91.jpg,[3718],"[1.5270467e-03 4.5366054e+00 1.4040188e-01 ... 5.4101223e-01 1.2022089e-02
 9.0041214e-01]"
57004786-31,31,TABACO,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57004786_31.jpg,"[2952, 4245, 7037]",[0.16062587 0.38393962 0.12384655 ... 0.50420696 0.35470608 0.17770587]
57027719-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57027719_05.jpg,"[7710, 3839, 4306]",[0.20713104 0.36350766 0.1422949  ... 0.02440547 0.12877536 1.2676263 ]
57085989-37,37,KHAKI,BROWN,Female,Adult,SHE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57085989_37.jpg,"[5961, 7208]",[0.07513921 4.32772    0.15982121 ... 0.7579585  0.10309947 0.9187434 ]
57067707-95,95,ANTRACITA,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57067707_95.jpg,[6495],[0.38356522 0.3546793  0.02546161 ... 0.20134412 0.72170293 0.49530876]
57097733-82,82,ROSA LIGHT,PINK,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57097733_82.jpg,[7726],[0.08284639 1.5969967  0.05913959 ... 0.39022568 0.28984752 0.7151595 ]
57025810-01,01,BLANCO,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57025810_01.jpg,[4187],[0.06084611 0.9186001  0.09444077 ... 0.38759816 0.14262193 1.020699  ]
57019111-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57019111_99.jpg,[3923],[0.16185763 2.8619897  0.11621355 ... 0.45113686 0.19208999 1.2357064 ]
57057124-02,02,OFFWHITE,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2023_57057124_02.jpg,"[4726, 6048, 6351]",[0.01828943 0.22092195 0.04624147 ... 0.26059583 0.05132933 0.23026925]
57079101-37,37,KHAKI,BROWN,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57079101_37.jpg,[6959],[0.04491462 3.8221574  0.13510343 ... 0.48370925 0.12227047 1.602258  ]
57018277-99,99,NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57018277_99.jpg,"[3904, 3903]",[0.3216302  1.1317092  0.03827939 ... 0.16700853 0.210732   0.15518759]
43055757-02,02,OFFWHITE,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_43055757_02.jpg,"[1986, 1794, 1406, 440, 1531, 1748]",[0.05470339 0.         0.08261386 ... 0.5318952  0.19107054 0.11291628]
43047032-08,08,BEIGE,WHITE,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_43047032_08.jpg,[1003],[0.2122641  1.9707187  0.24191995 ... 0.57289034 0.0379297  0.8637059 ]
53020608-07,07,ARENA,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53020608_07.jpg,"[394, 1165, 1456, 163, 57, 2065, 1265, 644, 812, 1788, 443, 2096, 164, 271, 338, 405, 518, 559, 1070, 1281, 1669, 1867, 2081, 2284, 4043, 14, 34, 985, 33, 113, 179, 1409, 2253]",[0.1468408  0.03237851 0.00708436 ... 0.16690569 0.38473848 0.10967515]
53060609-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_53060609_56.jpg,[1781],[0.10293532 3.6249208  0.5329392  ... 1.2554775  0.01178109 0.9779488 ]
51030703-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51030703_05.jpg,"[151, 831, 625, 653, 1963, 2371, 1840, 1375, 1858, 100, 2124, 3736, 1670, 3627, 1496, 465, 1285, 2362]",[0.23358817 0.5956927  0.2151536  ... 0.9964037  0.25477883 0.5654603 ]
53093027-20,20,NARANJA,ORANGE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53093027_20.jpg,"[41, 2462]",[0.00763327 0.25979748 0.09431522 ... 0.35392854 0.08106727 0.04090569]
53010873-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53010873_56.jpg,[828],[0.07948804 3.301322   0.15224181 ... 0.43110803 0.21902375 3.8686423 ]
53053745-85,85,ROSA,PINK,Female,Adult,SHE,L-PIEL,Outerwear,Jackets and Blazers,Leather jackets,Leather Jacket,datathon/images/2019_53053745_85.jpg,[1887],[0.20539908 1.9837449  0.36251783 ... 0.65572685 0.32636496 0.87627673]
57007877-16,16,OCRE,YELLOW,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57007877_16.jpg,"[1952, 3265, 3877]",[0.00190766 0.63788146 0.21102601 ... 1.4701878  0.08450084 0.588664  ]
57045904-81,81,ROSA PASTEL,PINK,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57045904_81.jpg,[5302],[0.58865255 0.21437143 0.03696453 ... 0.35721064 0.4128094  0.17273663]
53070671-30,30,MARRON,BROWN,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53070671_30.jpg,[1994],[0.23130435 1.1309159  0.12280376 ... 0.38370743 0.32048658 0.8968374 ]
53025026-92,92,GRIS,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53025026_92.jpg,"[1105, 6300, 4112, 258, 1949, 5408]",[0.29625443 1.0434647  0.06252016 ... 0.24381047 0.29318765 1.128065  ]
57006710-85,85,ROSA,PINK,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57006710_85.jpg,[3134],[0.08927397 0.64233243 0.01008949 ... 1.0272255  0.09298444 0.61737305]
57075943-43,43,VERDE,GREEN,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57075943_43.jpg,[6825],[0.06881068 3.8134692  0.8456427  ... 0.23887463 0.13718516 0.5635457 ]
57007896-96,96,GRIS OSCURO VIGORE,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57007896_96.jpg,[3280],[0.02551153 2.3943784  0.00956063 ... 0.42190105 0.19208747 0.27987593]
57017897-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017897_05.jpg,"[788, 758, 3885]",[0.00517344 1.3930913  0.         ... 0.77603555 0.06470118 0.09553441]
67050590-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2020_67050590_99.jpg,"[748, 3954, 4571, 5989, 1711]",[0.00306973 0.37544486 0.00830425 ... 0.15517272 0.0533741  0.10464969]
47040356-50,50,CELESTE,BLUE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_47040356_50.jpg,[6308],[0.         2.466075   0.         ... 0.00647826 0.09188253 1.4415059 ]
47075838-05,05,CRUDO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Foulard,datathon/images/2023_47075838_05.jpg,[4446],[0.06230258 0.17899607 0.01453417 ... 0.29570204 0.07278384 0.37790176]
47005930-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47005930_99.jpg,[5632],[0.13256727 0.08238094 0.2763189  ... 0.01727949 0.0581317  0.10616594]
47046706-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47046706_99.jpg,"[3446, 2655, 3445, 3470, 4009, 5689, 4491, 5618, 5083, 3982, 4425]",[0.21958663 0.01481693 0.16643982 ... 0.5910184  0.40624377 0.5180533 ]
47095870-02,02,OFFWHITE,WHITE,Female,Adult,SHE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Swimsuit,datathon/images/2023_47095870_02.jpg,"[4440, 5592]","[8.1397004e-02 3.8201919e+00 4.0239774e-04 ... 1.1379511e-01 1.2852453e-01
 1.3002568e-01]"
47017120-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_47017120_05.jpg,[5618],[0.         2.6499214  0.03029103 ... 0.62717366 0.10265169 0.33836105]
57010601-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57010601_99.jpg,"[7038, 2817, 3573, 4509, 4519, 5158, 3480, 4510, 7135, 3633, 3657, 5213, 5848, 6720, 4126, 6460, 5232, 5904, 5134, 5249, 7064, 5592, 3226, 3607, 5239, 5840, 7447, 6311, 6685, 4127, 4595, 4613, 3922, 2966, 3861, 5199, 6686]",[0.09589344 0.07731801 0.01147855 ... 0.49434653 0.04522309 0.5701929 ]
47077126-08,08,BEIGE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_47077126_08.jpg,[6645],[0.01842365 0.48073474 0.10304832 ... 0.04458724 0.22893845 1.0721248 ]
57050161-01,01,BLANCO,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57050161_01.jpg,"[5637, 2635, 5605, 3416, 5023]",[0.05388282 0.30227792 0.00813003 ... 0.08125991 0.28328916 0.28088853]
57000255-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000255_52.jpg,[2630],[0.06528018 0.9983151  0.09771989 ... 0.         0.3980919  0.6540406 ]
57002880-TO,TO,TEJANO OSCURO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57002880_TO.jpg,[2806],[0.         1.1144047  0.01638376 ... 0.         0.05881738 0.16590329]
57010290-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57010290_TN.jpg,"[4725, 3450, 3960]",[0.01027492 1.8922868  0.00336915 ... 0.         0.06950815 0.26957893]
57074010-TC,TC,TEJANO CLARO,BLUE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57074010_TC.jpg,[6699],[0.12673233 2.049761   0.24919729 ... 0.02199983 0.24402118 1.7728995 ]
57013803-TM,TM,TEJANO MEDIO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57013803_TM.jpg,[3598],[0.05375235 1.9164524  0.02567186 ... 0.18886007 0.41483498 1.7068347 ]
47939042-88,88,FUCSIA,PINK,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_47939042_88.jpg,[5574],[0.02815012 2.6455414  0.238439   ... 0.         0.24217933 1.176497  ]
57071169-08,08,BEIGE,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57071169_08.jpg,[6608],[0.9010305  0.07906738 0.44720927 ... 1.1668172  0.14627871 0.30213046]
57064030-01,01,BLANCO,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57064030_01.jpg,"[6372, 6291, 5270, 4086, 2839, 2840, 7443, 4594, 6320, 7067, 3257, 6947]",[0.         1.3369539  0.06823619 ... 0.88525826 0.11788405 0.544003  ]
57041177-TM,TM,TEJANO MEDIO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57041177_TM.jpg,"[5122, 7230, 6338, 5841, 4092, 5117]",[0.21064147 1.0622861  0.01806631 ... 0.16553043 0.07176878 0.14855349]
57096714-OR,OR,ORO,WHITE,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57096714_OR.jpg,[7685],[0.10127126 3.5324402  0.         ... 0.31907612 0.08473747 0.616201  ]
57004437-78,78,BURDEOS,RED,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Citybag,datathon/images/2023_57004437_78.jpg,[2927],[0.06063659 0.3682215  1.0960587  ... 0.06414618 0.7645731  0.39189652]
57051181-56,56,NAVY,BLUE,Female,Adult,SHE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Shorts,datathon/images/2023_57051181_56.jpg,"[5125, 5126, 5793, 5795]",[0.         1.4938419  0.21614571 ... 0.577816   0.05821298 0.19423594]
57019114-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57019114_99.jpg,"[3925, 5494]",[0.29433787 0.5218248  0.18216872 ... 0.23457003 0.35882327 1.1117245 ]
57087761-08,08,BEIGE,WHITE,Female,Adult,SHE,T-TRICOT,Home,Swim and intimate,Intimate,Pyjiama Sweater,datathon/images/2023_57087761_08.jpg,[7317],[0.         1.9635769  0.05198231 ... 0.22990018 0.01004268 0.4814243 ]
43013751-70,70,ROJO,RED,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_43013751_70.jpg,[1215],[0.01783462 0.08069614 0.3338311  ... 0.02335362 0.6620564  0.03823668]
43037755-07,07,ARENA,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Hat,datathon/images/2019_43037755_07.jpg,[496],[0.05362167 0.00668439 0.01680337 ... 0.42298898 0.19360457 0.87912554]
43025786-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Bracelet,datathon/images/2019_43025786_OR.jpg,"[5, 8, 820, 1203, 2182, 266, 1798, 3, 4, 598, 630, 970, 1414, 1769, 2184, 91, 93, 150, 209, 326, 329, 503, 505, 589, 590, 606, 1189, 1190, 1196, 1200, 1541, 1561, 1590, 1623, 2057, 2191, 2250, 2374, 2405, 2406, 199, 321, 496, 1770, 1780, 1796, 1976, 2176, 2392, 2393, 600, 607, 1156, 2003, 2263, 95, 212, 297, 348, 976, 1022, 1744, 1830, 1985, 2175, 2192, 2384, 2439]",[0.08524224 0.         0.06555765 ... 1.416747   0.37344506 0.21463369]
